Exp,Site,Hole,Core,Type,Sect,Top(cm),Depth CSF-A (m),NGR total counts (cps)
342,U1402,B,1,H,4,60,5.1,53.99
342,U1402,B,1,H,4,70,5.2,53.41
342,U1402,B,1,H,4,80,5.3,53.68
342,U1402,B,1,H,4,90,5.4,52.24
342,U1402,B,1,H,4,100,5.5,53.31
342,U1402,B,1,H,4,110,5.6,53.51
342,U1402,B,1,H,4,120,5.7,53.39
342,U1402,B,1,H,4,130,5.8,52.63
342,U1402,B,1,H,4,140,5.9,51.28
342,U1402,B,1,H,4,150,6,49.49
342,U1402,B,1,H,5,0,6,55.59
342,U1402,B,1,H,5,10,6.1,52.84
342,U1402,B,1,H,5,20,6.2,53.67
342,U1402,B,1,H,5,30,6.3,55.48
342,U1402,B,1,H,5,40,6.4,56.05
342,U1402,B,1,H,5,50,6.5,54.85
342,U1402,B,1,H,5,60,6.6,55.03
342,U1402,B,1,H,5,70,6.7,55.04
342,U1402,B,1,H,5,80,6.8,54.58
342,U1402,B,2,H,1,0,7,39.37
342,U1402,B,2,H,1,10,7.1,38.14
342,U1402,B,2,H,1,20,7.2,38.13
342,U1402,B,2,H,1,30,7.3,37.33
342,U1402,B,2,H,3,0,8.74,52.96
342,U1402,B,2,H,3,10,8.84,49.15
342,U1402,B,2,H,3,20,8.94,50.91
342,U1402,B,2,H,3,30,9.04,52.47
342,U1402,B,2,H,3,40,9.14,53.28
342,U1402,B,2,H,3,50,9.24,53.76
342,U1402,B,2,H,3,60,9.34,52.11
342,U1402,B,2,H,3,70,9.44,52.4
342,U1402,B,2,H,3,80,9.54,51.56
342,U1402,B,2,H,3,90,9.64,50.26
342,U1402,B,2,H,3,100,9.74,45.56
342,U1402,B,2,H,3,110,9.84,44.57
342,U1402,B,2,H,3,120,9.94,49.22
342,U1402,B,2,H,3,130,10.04,48.84
342,U1402,B,2,H,3,140,10.14,44.21
342,U1402,B,2,H,4,0,10.18,51.71
342,U1402,B,2,H,4,10,10.28,51.42
342,U1402,B,2,H,4,20,10.38,52.86
342,U1402,B,2,H,4,30,10.48,53.01
342,U1402,B,2,H,4,40,10.58,54.12
342,U1402,B,2,H,4,50,10.68,55.07
342,U1402,B,2,H,4,60,10.78,54.16
342,U1402,B,2,H,4,70,10.88,53.08
342,U1402,B,2,H,4,80,10.98,52.21
342,U1402,B,2,H,4,90,11.08,50.97
342,U1402,B,2,H,4,100,11.18,53.46
342,U1402,B,2,H,4,110,11.28,53.2
342,U1402,B,2,H,4,120,11.38,51.75
342,U1402,B,2,H,4,130,11.48,53.01
342,U1402,B,2,H,5,0,11.57,28.61
342,U1402,B,2,H,5,10,11.67,35.32
342,U1402,B,2,H,5,20,11.77,35.56
342,U1402,B,2,H,5,30,11.87,45.12
342,U1402,B,2,H,5,40,11.97,53.05
342,U1402,B,2,H,5,50,12.07,56.33
342,U1402,B,2,H,5,60,12.17,57.7
342,U1402,B,2,H,5,70,12.27,58.42
342,U1402,B,2,H,5,80,12.37,57.33
342,U1402,B,2,H,5,90,12.47,58.04
342,U1402,B,2,H,5,100,12.57,59.02
342,U1402,B,2,H,5,110,12.67,58.68
342,U1402,B,2,H,5,120,12.77,59.39
342,U1402,B,2,H,5,130,12.87,58.56
342,U1402,B,2,H,5,140,12.97,56.27
342,U1402,B,2,H,5,150,13.07,48.22
342,U1402,B,2,H,CC,0,14.21,24.85
342,U1402,B,2,H,CC,10,14.31,36.84
342,U1402,B,2,H,CC,20,14.41,39.54
342,U1402,B,2,H,CC,30,14.51,41.31
342,U1402,B,2,H,CC,40,14.61,42.82
342,U1402,B,2,H,CC,50,14.71,44.49
342,U1402,B,2,H,CC,60,14.81,46.76
342,U1402,B,2,H,CC,70,14.91,45.87
342,U1402,B,2,H,CC,80,15.01,41.19
342,U1403,A,1,H,1,0,0,22.37
342,U1403,A,1,H,1,10,0.1,21.04
342,U1403,A,1,H,1,20,0.2,23.09
342,U1403,A,1,H,1,30,0.3,22.93
342,U1403,A,1,H,1,40,0.4,22.92
342,U1403,A,1,H,1,50,0.5,22.21
342,U1403,A,1,H,1,60,0.6,21.37
342,U1403,A,1,H,1,70,0.7,21.91
342,U1403,A,1,H,1,80,0.8,22.35
342,U1403,A,1,H,1,90,0.9,25.13
342,U1403,A,1,H,1,100,1,37.73
342,U1403,A,1,H,1,110,1.1,32.91
342,U1403,A,1,H,1,120,1.2,21.27
342,U1403,A,1,H,1,130,1.3,19.06
342,U1403,A,1,H,1,140,1.4,19.74
342,U1403,A,1,H,1,150,1.5,19.1
342,U1403,A,1,H,2,0,1.5,24.14
342,U1403,A,1,H,2,10,1.6,21.88
342,U1403,A,1,H,2,20,1.7,21.86
342,U1403,A,1,H,2,30,1.8,22.5
342,U1403,A,1,H,2,40,1.9,24.17
342,U1403,A,1,H,2,50,2,28.67
342,U1403,A,1,H,2,60,2.1,47.14
342,U1403,A,1,H,2,70,2.2,64.24
342,U1403,A,1,H,2,80,2.3,35.39
342,U1403,A,1,H,2,90,2.4,28.44
342,U1403,A,1,H,2,100,2.5,28.66
342,U1403,A,1,H,2,110,2.6,28.02
342,U1403,A,1,H,2,120,2.7,27.47
342,U1403,A,1,H,2,130,2.8,26.31
342,U1403,A,1,H,2,140,2.9,29.25
342,U1403,A,1,H,2,150,3,42.1
342,U1403,A,1,H,3,0,3,24.53
342,U1403,A,1,H,3,10,3.1,25.16
342,U1403,A,1,H,3,20,3.2,26.32
342,U1403,A,1,H,3,30,3.3,29.04
342,U1403,A,1,H,3,40,3.4,31.33
342,U1403,A,1,H,3,50,3.5,28.99
342,U1403,A,1,H,3,60,3.6,27.7
342,U1403,A,1,H,3,70,3.7,27.43
342,U1403,A,1,H,3,80,3.8,27.16
342,U1403,A,1,H,3,90,3.9,28.04
342,U1403,A,1,H,3,100,4,28.58
342,U1403,A,1,H,3,110,4.1,28.27
342,U1403,A,1,H,3,120,4.2,28.26
342,U1403,A,1,H,3,130,4.3,28.07
342,U1403,A,1,H,3,140,4.4,27.78
342,U1403,A,1,H,3,150,4.5,26.76
342,U1403,A,1,H,4,0,4.5,30.24
342,U1403,A,1,H,4,10,4.6,29.73
342,U1403,A,1,H,4,20,4.7,29.42
342,U1403,A,1,H,4,30,4.8,29.35
342,U1403,A,1,H,4,40,4.9,29.46
342,U1403,A,1,H,4,50,5,30.78
342,U1403,A,1,H,4,60,5.1,30.09
342,U1403,A,1,H,4,70,5.2,29.21
342,U1403,A,1,H,4,80,5.3,27.91
342,U1403,A,1,H,4,90,5.4,29.59
342,U1403,A,1,H,4,100,5.5,46
342,U1403,A,2,H,1,0,5.8,29.08
342,U1403,A,2,H,1,10,5.9,29.26
342,U1403,A,2,H,1,20,6,29.09
342,U1403,A,2,H,1,30,6.1,29.39
342,U1403,A,2,H,1,40,6.2,29.57
342,U1403,A,2,H,1,50,6.3,29.85
342,U1403,A,2,H,1,60,6.4,30.05
342,U1403,A,2,H,1,70,6.5,30.17
342,U1403,A,2,H,1,80,6.6,29.67
342,U1403,A,2,H,1,90,6.7,29.36
342,U1403,A,2,H,1,100,6.8,30.13
342,U1403,A,2,H,1,110,6.9,30.17
342,U1403,A,2,H,1,120,7,30.64
342,U1403,A,2,H,1,130,7.1,31.84
342,U1403,A,2,H,1,140,7.2,34.08
342,U1403,A,2,H,1,150,7.3,34.05
342,U1403,A,2,H,2,0,7.3,30.33
342,U1403,A,2,H,2,10,7.4,28.03
342,U1403,A,2,H,2,20,7.5,29.45
342,U1403,A,2,H,2,30,7.6,30.9
342,U1403,A,2,H,2,40,7.7,33.32
342,U1403,A,2,H,2,50,7.8,32.21
342,U1403,A,2,H,2,60,7.9,28.78
342,U1403,A,2,H,2,70,8,28.06
342,U1403,A,2,H,2,80,8.1,27.93
342,U1403,A,2,H,2,90,8.2,28.01
342,U1403,A,2,H,2,100,8.3,27.1
342,U1403,A,2,H,2,110,8.4,27.72
342,U1403,A,2,H,2,120,8.5,27.31
342,U1403,A,2,H,2,130,8.6,27.11
342,U1403,A,2,H,2,140,8.7,26.21
342,U1403,A,2,H,2,150,8.8,26.42
342,U1403,A,2,H,3,0,8.8,29.31
342,U1403,A,2,H,3,10,8.9,26.62
342,U1403,A,2,H,3,20,9,27.12
342,U1403,A,2,H,3,30,9.1,27.8
342,U1403,A,2,H,3,40,9.2,27.92
342,U1403,A,2,H,3,50,9.3,27.05
342,U1403,A,2,H,3,60,9.4,27.78
342,U1403,A,2,H,3,70,9.5,27.77
342,U1403,A,2,H,3,80,9.6,27.51
342,U1403,A,2,H,3,90,9.7,28.1
342,U1403,A,2,H,3,100,9.8,28.87
342,U1403,A,2,H,3,110,9.9,27.88
342,U1403,A,2,H,3,120,10,29.96
342,U1403,A,2,H,3,130,10.1,31.22
342,U1403,A,2,H,3,140,10.2,27.78
342,U1403,A,2,H,3,150,10.3,25.32
342,U1403,A,2,H,4,0,10.3,28.81
342,U1403,A,2,H,4,10,10.4,26.63
342,U1403,A,2,H,4,20,10.5,27.09
342,U1403,A,2,H,4,30,10.6,28.35
342,U1403,A,2,H,4,40,10.7,28.84
342,U1403,A,2,H,4,50,10.8,30.13
342,U1403,A,2,H,4,60,10.9,30.98
342,U1403,A,2,H,4,70,11,31.03
342,U1403,A,2,H,4,80,11.1,29.98
342,U1403,A,2,H,4,90,11.2,29.9
342,U1403,A,2,H,4,100,11.3,31.27
342,U1403,A,2,H,4,110,11.4,31.39
342,U1403,A,2,H,4,120,11.5,31.17
342,U1403,A,2,H,4,130,11.6,30.42
342,U1403,A,2,H,4,140,11.7,30.43
342,U1403,A,2,H,4,150,11.8,30.1
342,U1403,A,2,H,5,0,11.8,32.3
342,U1403,A,2,H,5,10,11.9,29.67
342,U1403,A,2,H,5,20,12,30.3
342,U1403,A,2,H,5,30,12.1,29.51
342,U1403,A,2,H,5,40,12.2,29.12
342,U1403,A,2,H,5,50,12.3,29.54
342,U1403,A,2,H,5,60,12.4,29.89
342,U1403,A,2,H,5,70,12.5,29.81
342,U1403,A,2,H,5,80,12.6,29.36
342,U1403,A,2,H,5,90,12.7,28.35
342,U1403,A,2,H,5,100,12.8,29.56
342,U1403,A,2,H,5,110,12.9,28.83
342,U1403,A,2,H,5,120,13,28.36
342,U1403,A,2,H,5,130,13.1,28.68
342,U1403,A,2,H,5,140,13.2,28.86
342,U1403,A,2,H,5,150,13.3,28.69
342,U1403,A,2,H,6,0,13.3,31.38
342,U1403,A,2,H,6,10,13.4,29.86
342,U1403,A,2,H,6,20,13.5,30.48
342,U1403,A,2,H,6,30,13.6,29.7
342,U1403,A,2,H,6,40,13.7,29.8
342,U1403,A,2,H,6,50,13.8,31.49
342,U1403,A,2,H,6,60,13.9,30.67
342,U1403,A,2,H,6,70,14,27.53
342,U1403,A,2,H,6,80,14.1,26.68
342,U1403,A,2,H,6,90,14.2,26.93
342,U1403,A,2,H,6,100,14.3,27.66
342,U1403,A,2,H,6,110,14.4,27.91
342,U1403,A,2,H,6,120,14.5,27.94
342,U1403,A,2,H,6,130,14.6,28.35
342,U1403,A,2,H,6,140,14.7,25.75
342,U1403,A,2,H,7,0,14.8,26.99
342,U1403,A,2,H,7,10,14.9,26.11
342,U1403,A,2,H,7,20,15,26.71
342,U1403,A,2,H,7,30,15.1,26.85
342,U1403,A,2,H,7,40,15.2,26.59
342,U1403,A,2,H,7,50,15.3,26.17
342,U1403,A,2,H,7,60,15.4,25.61
342,U1403,A,2,H,7,70,15.5,24.57
342,U1403,A,3,H,1,0,15.3,22.43
342,U1403,A,3,H,1,10,15.4,21.93
342,U1403,A,3,H,1,20,15.5,21.35
342,U1403,A,3,H,1,30,15.6,22.44
342,U1403,A,3,H,1,40,15.7,20.91
342,U1403,A,3,H,1,50,15.8,21.19
342,U1403,A,3,H,1,60,15.9,20.22
342,U1403,A,3,H,1,70,16,18.1
342,U1403,A,3,H,1,80,16.1,20.27
342,U1403,A,3,H,1,90,16.2,24.21
342,U1403,A,3,H,1,100,16.3,26.03
342,U1403,A,3,H,1,110,16.4,25.92
342,U1403,A,3,H,1,120,16.5,24.03
342,U1403,A,3,H,1,130,16.6,21.75
342,U1403,A,3,H,1,140,16.7,20.11
342,U1403,A,3,H,1,150,16.8,17.63
342,U1403,A,3,H,2,0,16.8,26.48
342,U1403,A,3,H,2,10,16.9,31.49
342,U1403,A,3,H,2,20,17,41
342,U1403,A,3,H,2,30,17.1,43.14
342,U1403,A,3,H,2,40,17.2,34.96
342,U1403,A,3,H,2,50,17.3,24.76
342,U1403,A,3,H,2,60,17.4,23.24
342,U1403,A,3,H,2,70,17.5,23.36
342,U1403,A,3,H,2,80,17.6,23.97
342,U1403,A,3,H,2,90,17.7,22.42
342,U1403,A,3,H,2,100,17.8,22.59
342,U1403,A,3,H,2,110,17.9,22.47
342,U1403,A,3,H,2,120,18,21.76
342,U1403,A,3,H,2,130,18.1,22.09
342,U1403,A,3,H,2,140,18.2,21.97
342,U1403,A,3,H,2,150,18.3,20.46
342,U1403,A,3,H,3,0,18.3,26.51
342,U1403,A,3,H,3,10,18.4,24
342,U1403,A,3,H,3,20,18.5,24.53
342,U1403,A,3,H,3,30,18.6,23.62
342,U1403,A,3,H,3,40,18.7,24.25
342,U1403,A,3,H,3,50,18.8,23.41
342,U1403,A,3,H,3,60,18.9,23.35
342,U1403,A,3,H,3,70,19,25.2
342,U1403,A,3,H,3,80,19.1,27.22
342,U1403,A,3,H,3,90,19.2,28.29
342,U1403,A,3,H,3,100,19.3,23.37
342,U1403,A,3,H,3,110,19.4,21.82
342,U1403,A,3,H,3,120,19.5,21.18
342,U1403,A,3,H,3,130,19.6,21.57
342,U1403,A,3,H,3,140,19.7,20.84
342,U1403,A,3,H,3,150,19.8,20.19
342,U1403,A,3,H,4,0,19.8,27.49
342,U1403,A,3,H,4,10,19.9,23.74
342,U1403,A,3,H,4,20,20,21.19
342,U1403,A,3,H,4,30,20.1,19.74
342,U1403,A,3,H,4,40,20.2,19.39
342,U1403,A,3,H,4,50,20.3,19.86
342,U1403,A,3,H,4,60,20.4,22.36
342,U1403,A,3,H,4,70,20.5,21.27
342,U1403,A,3,H,4,80,20.6,19.26
342,U1403,A,3,H,4,90,20.7,20.97
342,U1403,A,3,H,4,100,20.8,22.12
342,U1403,A,3,H,4,110,20.9,18.57
342,U1403,A,3,H,4,120,21,19.34
342,U1403,A,3,H,4,130,21.1,18.76
342,U1403,A,3,H,4,140,21.2,18.01
342,U1403,A,3,H,4,150,21.3,16.46
342,U1403,A,3,H,5,0,21.3,20.61
342,U1403,A,3,H,5,10,21.4,20.2
342,U1403,A,3,H,5,20,21.5,20.69
342,U1403,A,3,H,5,30,21.6,18.6
342,U1403,A,3,H,5,40,21.7,19.53
342,U1403,A,3,H,5,50,21.8,22.28
342,U1403,A,3,H,5,60,21.9,22.42
342,U1403,A,3,H,5,70,22,21.98
342,U1403,A,3,H,5,80,22.1,21.39
342,U1403,A,3,H,5,90,22.2,20.73
342,U1403,A,3,H,5,100,22.3,21.13
342,U1403,A,3,H,5,110,22.4,21.08
342,U1403,A,3,H,5,120,22.5,21.86
342,U1403,A,3,H,5,130,22.6,21.82
342,U1403,A,3,H,5,140,22.7,20.58
342,U1403,A,3,H,5,150,22.8,20.59
342,U1403,A,3,H,6,0,22.8,24.18
342,U1403,A,3,H,6,10,22.9,21.14
342,U1403,A,3,H,6,20,23,22.8
342,U1403,A,3,H,6,30,23.1,23.52
342,U1403,A,3,H,6,40,23.2,24.55
342,U1403,A,3,H,6,50,23.3,23.05
342,U1403,A,3,H,6,60,23.4,22.73
342,U1403,A,3,H,6,70,23.5,21.22
342,U1403,A,3,H,6,80,23.6,19.55
342,U1403,A,3,H,6,90,23.7,17.23
342,U1403,A,3,H,6,100,23.8,15.3
342,U1403,A,3,H,6,110,23.9,15.22
342,U1403,A,3,H,6,120,24,14.19
342,U1403,A,3,H,6,130,24.1,13.54
342,U1403,A,3,H,6,140,24.2,11.28
342,U1403,A,3,H,7,0,24.3,18.11
342,U1403,A,3,H,7,10,24.4,18.91
342,U1403,A,3,H,7,20,24.5,20.2
342,U1403,A,3,H,7,30,24.6,18.26
342,U1403,A,3,H,7,40,24.7,17.26
342,U1403,A,3,H,7,50,24.8,17.9
342,U1403,A,3,H,7,60,24.9,18.21
342,U1403,A,4,H,1,0,24.8,17.08
342,U1403,A,4,H,1,10,24.9,18.4
342,U1403,A,4,H,1,20,25,19.83
342,U1403,A,4,H,1,30,25.1,18.46
342,U1403,A,4,H,1,40,25.2,19.37
342,U1403,A,4,H,1,50,25.3,18.45
342,U1403,A,4,H,1,60,25.4,18.29
342,U1403,A,4,H,1,70,25.5,16.8
342,U1403,A,4,H,1,80,25.6,17.99
342,U1403,A,4,H,1,90,25.7,17.46
342,U1403,A,4,H,1,100,25.8,18.03
342,U1403,A,4,H,1,110,25.9,18.03
342,U1403,A,4,H,1,120,26,17.16
342,U1403,A,4,H,1,130,26.1,16.33
342,U1403,A,4,H,1,140,26.2,16.02
342,U1403,A,4,H,1,150,26.3,15.31
342,U1403,A,4,H,2,0,26.3,22.64
342,U1403,A,4,H,2,10,26.4,22.77
342,U1403,A,4,H,2,20,26.5,24.23
342,U1403,A,4,H,2,30,26.6,25.78
342,U1403,A,4,H,2,40,26.7,29.89
342,U1403,A,4,H,2,50,26.8,33.18
342,U1403,A,4,H,2,60,26.9,32.66
342,U1403,A,4,H,2,70,27,32.37
342,U1403,A,4,H,2,80,27.1,32.06
342,U1403,A,4,H,2,90,27.2,32.55
342,U1403,A,4,H,2,100,27.3,33.38
342,U1403,A,4,H,2,110,27.4,31.9
342,U1403,A,4,H,2,120,27.5,30.93
342,U1403,A,4,H,2,130,27.6,30.93
342,U1403,A,4,H,2,140,27.7,30.76
342,U1403,A,4,H,2,150,27.8,29.71
342,U1403,A,4,H,3,0,27.8,32.95
342,U1403,A,4,H,3,10,27.9,31.36
342,U1403,A,4,H,3,20,28,33.18
342,U1403,A,4,H,3,30,28.1,35.59
342,U1403,A,4,H,3,40,28.2,35.59
342,U1403,A,4,H,3,50,28.3,34.73
342,U1403,A,4,H,3,60,28.4,31.9
342,U1403,A,4,H,3,70,28.5,32.38
342,U1403,A,4,H,3,80,28.6,31.98
342,U1403,A,4,H,3,90,28.7,31.34
342,U1403,A,4,H,3,100,28.8,31.58
342,U1403,A,4,H,3,110,28.9,31.59
342,U1403,A,4,H,3,120,29,30.63
342,U1403,A,4,H,3,130,29.1,29.91
342,U1403,A,4,H,3,140,29.2,29.48
342,U1403,A,4,H,3,150,29.3,29.63
342,U1403,A,4,H,4,0,29.3,32.73
342,U1403,A,4,H,4,10,29.4,29.73
342,U1403,A,4,H,4,20,29.5,29.56
342,U1403,A,4,H,4,30,29.6,29.8
342,U1403,A,4,H,4,40,29.7,31.04
342,U1403,A,4,H,4,50,29.8,31.39
342,U1403,A,4,H,4,60,29.9,32.17
342,U1403,A,4,H,4,70,30,32.56
342,U1403,A,4,H,4,80,30.1,33.39
342,U1403,A,4,H,4,90,30.2,31.76
342,U1403,A,4,H,4,100,30.3,32.73
342,U1403,A,4,H,4,110,30.4,32.13
342,U1403,A,4,H,4,120,30.5,32.27
342,U1403,A,4,H,4,130,30.6,35.09
342,U1403,A,4,H,4,140,30.7,34.14
342,U1403,A,4,H,4,150,30.8,29.99
342,U1403,A,4,H,5,0,30.8,38.28
342,U1403,A,4,H,5,10,30.9,37.03
342,U1403,A,4,H,5,20,31,36.77
342,U1403,A,4,H,5,30,31.1,35.16
342,U1403,A,4,H,5,40,31.2,35.03
342,U1403,A,4,H,5,50,31.3,33.8
342,U1403,A,4,H,5,60,31.4,32.11
342,U1403,A,4,H,5,70,31.5,31.56
342,U1403,A,4,H,5,80,31.6,31.45
342,U1403,A,4,H,5,90,31.7,31.31
342,U1403,A,4,H,5,100,31.8,31.88
342,U1403,A,4,H,5,110,31.9,30.55
342,U1403,A,4,H,5,120,32,28.7
342,U1403,A,4,H,5,130,32.1,29.13
342,U1403,A,4,H,5,140,32.2,27.53
342,U1403,A,4,H,5,150,32.3,27.24
342,U1403,A,4,H,6,0,32.3,31.34
342,U1403,A,4,H,6,10,32.4,27.62
342,U1403,A,4,H,6,20,32.5,28.28
342,U1403,A,4,H,6,30,32.6,28.5
342,U1403,A,4,H,6,40,32.7,27.74
342,U1403,A,4,H,6,50,32.8,27.31
342,U1403,A,4,H,6,60,32.9,28.03
342,U1403,A,4,H,6,70,33,27.54
342,U1403,A,4,H,6,80,33.1,26.4
342,U1403,A,4,H,6,90,33.2,25.59
342,U1403,A,4,H,6,100,33.3,25.25
342,U1403,A,4,H,6,110,33.4,25.56
342,U1403,A,4,H,7,0,33.5,26.55
342,U1403,A,4,H,7,10,33.6,25.49
342,U1403,A,4,H,7,20,33.7,26.43
342,U1403,A,4,H,7,30,33.8,26.71
342,U1403,A,4,H,7,40,33.9,27.24
342,U1403,A,4,H,7,50,34,28.03
342,U1403,A,5,H,1,0,34.3,22.15
342,U1403,A,5,H,1,10,34.4,21.78
342,U1403,A,5,H,1,20,34.5,21.72
342,U1403,A,5,H,1,30,34.6,17.35
342,U1403,A,5,H,1,40,34.7,20.7
342,U1403,A,5,H,1,50,34.8,26.49
342,U1403,A,5,H,1,60,34.9,27.12
342,U1403,A,5,H,1,70,35,27.48
342,U1403,A,5,H,1,80,35.1,29.13
342,U1403,A,5,H,1,90,35.2,29.68
342,U1403,A,5,H,1,100,35.3,31.3
342,U1403,A,5,H,1,110,35.4,32.75
342,U1403,A,5,H,1,120,35.5,38.19
342,U1403,A,5,H,1,130,35.6,36.27
342,U1403,A,5,H,1,140,35.7,30.71
342,U1403,A,5,H,1,150,35.8,27.01
342,U1403,A,5,H,2,0,35.8,30.83
342,U1403,A,5,H,2,10,35.9,28.84
342,U1403,A,5,H,2,20,36,28.84
342,U1403,A,5,H,2,30,36.1,28.75
342,U1403,A,5,H,2,40,36.2,28.69
342,U1403,A,5,H,2,50,36.3,28.64
342,U1403,A,5,H,2,60,36.4,31.09
342,U1403,A,5,H,2,70,36.5,36.68
342,U1403,A,5,H,2,80,36.6,40.73
342,U1403,A,5,H,2,90,36.7,38.3
342,U1403,A,5,H,2,100,36.8,33.43
342,U1403,A,5,H,2,110,36.9,27.91
342,U1403,A,5,H,2,120,37,25.46
342,U1403,A,5,H,2,130,37.1,24.1
342,U1403,A,5,H,2,140,37.2,24.75
342,U1403,A,5,H,2,150,37.3,23.53
342,U1403,A,5,H,3,0,37.3,26.69
342,U1403,A,5,H,3,10,37.4,25.4
342,U1403,A,5,H,3,20,37.5,25.73
342,U1403,A,5,H,3,30,37.6,25.78
342,U1403,A,5,H,3,40,37.7,25.63
342,U1403,A,5,H,3,50,37.8,25.75
342,U1403,A,5,H,3,60,37.9,26.57
342,U1403,A,5,H,3,70,38,27.29
342,U1403,A,5,H,3,80,38.1,27.64
342,U1403,A,5,H,3,90,38.2,26.75
342,U1403,A,5,H,3,100,38.3,26.23
342,U1403,A,5,H,3,110,38.4,25.94
342,U1403,A,5,H,3,120,38.5,24.67
342,U1403,A,5,H,3,130,38.6,25.07
342,U1403,A,5,H,3,140,38.7,25.17
342,U1403,A,5,H,3,150,38.8,24.77
342,U1403,A,5,H,4,0,38.8,28.39
342,U1403,A,5,H,4,10,38.9,26.26
342,U1403,A,5,H,4,20,39,26.68
342,U1403,A,5,H,4,30,39.1,27.63
342,U1403,A,5,H,4,40,39.2,27.81
342,U1403,A,5,H,4,50,39.3,26.89
342,U1403,A,5,H,4,60,39.4,27.13
342,U1403,A,5,H,4,70,39.5,27.26
342,U1403,A,5,H,4,80,39.6,27.28
342,U1403,A,5,H,4,90,39.7,28.49
342,U1403,A,5,H,4,100,39.8,27.93
342,U1403,A,5,H,4,110,39.9,28.29
342,U1403,A,5,H,4,120,40,27.58
342,U1403,A,5,H,4,130,40.1,27.93
342,U1403,A,5,H,4,140,40.2,29.13
342,U1403,A,5,H,4,150,40.3,28.58
342,U1403,A,5,H,5,0,40.3,33.55
342,U1403,A,5,H,5,10,40.4,31.11
342,U1403,A,5,H,5,20,40.5,31.49
342,U1403,A,5,H,5,30,40.6,30.68
342,U1403,A,5,H,5,40,40.7,30.26
342,U1403,A,5,H,5,50,40.8,29.85
342,U1403,A,5,H,5,60,40.9,29.73
342,U1403,A,5,H,5,70,41,29.64
342,U1403,A,5,H,5,80,41.1,29.81
342,U1403,A,5,H,5,90,41.2,29.18
342,U1403,A,5,H,5,100,41.3,30.99
342,U1403,A,5,H,5,110,41.4,31.62
