Exp,Site,Hole,Core,Type,Sect,Top(cm),Depth CSF-A (m),Reflectance L*,Reflectance a*,Reflectance b*
372,U1517,C,1,H,1,2,0.02,33.2,-0.46,1.16
372,U1517,C,1,H,1,3,0.03,31.6,-0.2,1.07
372,U1517,C,1,H,1,4,0.04,19.38,-0.13,2.03
372,U1517,C,1,H,1,5,0.05,48.73,0.45,3.75
372,U1517,C,1,H,1,6,0.06,49.59,0.67,1.47
372,U1517,C,1,H,1,7,0.07,48.83,0.25,3.86
372,U1517,C,1,H,1,8,0.08,47.91,0.31,4.14
372,U1517,C,1,H,1,9,0.09,48.4,0.26,1.39
372,U1517,C,1,H,1,10,0.1,47.51,-0.02,3.21
372,U1517,C,1,H,1,11,0.11,46.36,0.26,4.2
372,U1517,C,1,H,1,12,0.12,46.29,0.05,3.25
372,U1517,C,1,H,1,13,0.13,46.1,0.06,2.71
372,U1517,C,1,H,1,14,0.14,46.84,0.13,2.84
372,U1517,C,1,H,1,15,0.15,46.16,0.04,2.57
372,U1517,C,1,H,1,16,0.16,48.33,0.3,3.94
372,U1517,C,1,H,1,17,0.17,46.81,0.19,3.11
372,U1517,C,1,H,1,18,0.18,44.9,-0.11,2.95
372,U1517,C,1,H,1,19,0.19,45.49,-0.05,3.45
372,U1517,C,1,H,1,20,0.2,45.17,-0.09,3.56
372,U1517,C,1,H,1,21,0.21,45.19,-0.09,3.62
372,U1517,C,1,H,1,22,0.22,45.29,0.04,3.51
372,U1517,C,1,H,1,23,0.23,44.84,-0.01,3.27
372,U1517,C,1,H,1,24,0.24,45.79,-0.01,2.87
372,U1517,C,1,H,1,25,0.25,44.68,-0.18,3.39
372,U1517,C,1,H,1,26,0.26,44.86,-0.11,3.69
372,U1517,C,1,H,1,27,0.27,44.48,-0.18,3.69
372,U1517,C,1,H,1,28,0.28,43.92,-0.08,3.69
372,U1517,C,1,H,1,29,0.29,44.05,-0.13,3.7
372,U1517,C,1,H,1,30,0.3,44.92,-0.15,3.42
372,U1517,C,1,H,1,31,0.31,45,-0.15,3.47
372,U1517,C,1,H,1,32,0.32,44.13,-0.28,3.42
372,U1517,C,1,H,1,33,0.33,44.4,-0.19,3.79
372,U1517,C,1,H,1,34,0.34,46.26,0.01,4.24
372,U1517,C,1,H,1,35,0.35,45.21,0.01,3.59
372,U1517,C,1,H,1,36,0.36,46.06,-0.06,2.62
372,U1517,C,1,H,1,37,0.37,45.95,-0.01,2
372,U1517,C,1,H,1,38,0.38,45.16,-0.19,3.07
372,U1517,C,1,H,1,39,0.39,44.46,-0.23,3.66
372,U1517,C,1,H,1,40,0.4,44.46,-0.27,3.47
372,U1517,C,1,H,1,41,0.41,44.14,-0.25,3.66
372,U1517,C,1,H,1,42,0.42,44.92,-0.03,3.87
372,U1517,C,1,H,1,43,0.43,43.78,-0.19,3.97
372,U1517,C,1,H,1,44,0.44,43.99,-0.11,3.77
372,U1517,C,1,H,1,45,0.45,44.06,-0.11,3.51
372,U1517,C,1,H,1,46,0.46,44.3,-0.03,3.96
372,U1517,C,1,H,1,47,0.47,44.65,-0.14,2.93
372,U1517,C,1,H,1,48,0.48,45.01,-0.09,2.41
372,U1517,C,1,H,1,49,0.49,43.97,-0.17,3.73
372,U1517,C,1,H,1,50,0.5,42.79,-0.16,3.86
372,U1517,C,1,H,1,51,0.51,41.96,-0.37,3.8
372,U1517,C,1,H,1,52,0.52,44.17,-0.09,4.11
372,U1517,C,1,H,1,53,0.53,45.16,0.02,2.39
372,U1517,C,1,H,1,54,0.54,43.18,-0.22,3.24
372,U1517,C,1,H,1,55,0.55,44.73,-0.15,3.31
372,U1517,C,1,H,1,56,0.56,44.74,-0.05,3.74
372,U1517,C,1,H,1,57,0.57,44.96,-0.03,3.27
372,U1517,C,1,H,1,58,0.58,44.95,0.1,3.37
372,U1517,C,1,H,1,59,0.59,44.38,0.06,2.62
372,U1517,C,1,H,1,60,0.6,45.02,-0.01,2.58
372,U1517,C,1,H,1,61,0.61,45.2,0,2.63
372,U1517,C,1,H,1,62,0.62,45.18,0.03,2.57
372,U1517,C,1,H,1,63,0.63,44.36,-0.18,3.85
372,U1517,C,1,H,1,64,0.64,44.19,-0.22,3.11
372,U1517,C,1,H,1,65,0.65,44.32,-0.17,3.36
372,U1517,C,1,H,1,66,0.66,44.57,-0.19,3.54
372,U1517,C,1,H,1,67,0.67,43.56,-0.26,3.36
372,U1517,C,1,H,1,68,0.68,43.9,-0.25,3.42
372,U1517,C,1,H,1,69,0.69,44.8,-0.18,3.33
372,U1517,C,1,H,1,70,0.7,44.33,-0.2,2.48
372,U1517,C,1,H,1,71,0.71,43.61,-0.13,3.84
372,U1517,C,1,H,1,72,0.72,44.05,-0.23,3.44
372,U1517,C,1,H,1,73,0.73,43.79,-0.25,3.64
372,U1517,C,1,H,1,74,0.74,44.66,-0.19,3.54
372,U1517,C,1,H,1,75,0.75,44.79,-0.2,3.35
372,U1517,C,1,H,1,76,0.76,45.3,0.06,2.77
372,U1517,C,1,H,1,77,0.77,43.89,-0.12,3.61
372,U1517,C,1,H,1,78,0.78,42.99,-0.16,3.51
372,U1517,C,1,H,1,79,0.79,43.21,-0.25,4.08
372,U1517,C,1,H,1,80,0.8,42.61,-0.34,2.93
372,U1517,C,1,H,1,81,0.81,43.17,-0.16,3.08
372,U1517,C,1,H,1,82,0.82,44.59,0.06,2.9
372,U1517,C,1,H,1,83,0.83,44.81,-0.02,2.84
372,U1517,C,1,H,1,84,0.84,44.62,-0.11,3.65
372,U1517,C,1,H,1,85,0.85,44.89,-0.06,2.37
372,U1517,C,1,H,1,86,0.86,43.88,-0.22,3.76
372,U1517,C,1,H,1,87,0.87,44.93,-0.03,3.18
372,U1517,C,1,H,1,88,0.88,44.52,-0.16,3.09
372,U1517,C,1,H,1,89,0.89,44.61,-0.16,3.5
372,U1517,C,1,H,1,90,0.9,44.03,-0.21,3.49
372,U1517,C,1,H,1,91,0.91,44.09,-0.24,3.15
372,U1517,C,1,H,1,92,0.92,44.49,-0.01,2.81
372,U1517,C,1,H,1,93,0.93,43.85,-0.1,3.63
372,U1517,C,1,H,1,94,0.94,44.27,-0.09,3.33
372,U1517,C,1,H,1,95,0.95,44.39,0,2.1
372,U1517,C,1,H,1,96,0.96,43.75,-0.15,3.73
372,U1517,C,1,H,1,97,0.97,43.83,-0.1,3.39
372,U1517,C,1,H,1,98,0.98,43.89,-0.13,3.4
372,U1517,C,1,H,1,99,0.99,43.79,-0.17,3.41
372,U1517,C,1,H,1,100,1,43.8,-0.14,3.96
372,U1517,C,1,H,1,101,1.01,43.43,-0.15,3.14
372,U1517,C,1,H,1,102,1.02,44.44,-0.03,3.71
372,U1517,C,1,H,1,103,1.03,43.48,-0.18,3.21
372,U1517,C,1,H,1,104,1.04,44.6,0.07,2.86
372,U1517,C,1,H,1,105,1.05,44.09,-0.1,3.8
372,U1517,C,1,H,1,106,1.06,43.86,-0.17,3.77
372,U1517,C,1,H,1,107,1.07,43.59,-0.18,3.37
372,U1517,C,1,H,1,108,1.08,43.68,-0.04,3.84
372,U1517,C,1,H,1,109,1.09,42.97,-0.04,3.02
372,U1517,C,1,H,1,110,1.1,43.18,-0.14,3.96
372,U1517,C,1,H,1,111,1.11,42.68,-0.14,3.81
372,U1517,C,1,H,1,112,1.12,42.85,-0.17,3.87
372,U1517,C,1,H,1,113,1.13,42.6,-0.1,4.34
372,U1517,C,1,H,1,114,1.14,42.39,-0.17,3.75
372,U1517,C,1,H,1,115,1.15,41.99,-0.07,3.61
372,U1517,C,1,H,1,116,1.16,43.04,0.08,3.77
372,U1517,C,1,H,1,117,1.17,44.52,0.19,2.15
372,U1517,C,1,H,1,118,1.18,43.03,-0.1,3.14
372,U1517,C,1,H,1,119,1.19,44.33,0.03,3.28
372,U1517,C,1,H,1,120,1.2,43.89,0.12,2.66
372,U1517,C,1,H,1,121,1.21,43.83,0.08,3.25
372,U1517,C,1,H,1,122,1.22,43.41,0.25,3.16
372,U1517,C,1,H,1,123,1.23,44.59,0.04,3.45
372,U1517,C,1,H,1,124,1.24,43.78,-0.04,3.68
372,U1517,C,1,H,1,125,1.25,43.2,-0.07,2.65
372,U1517,C,1,H,1,126,1.26,43.25,-0.03,2.93
372,U1517,C,1,H,1,127,1.27,43.63,0.05,3.16
372,U1517,C,1,H,1,128,1.28,43.6,0.01,3
372,U1517,C,1,H,1,129,1.29,44.12,0.07,2.61
372,U1517,C,1,H,1,130,1.3,44.34,0.06,3.19
372,U1517,C,1,H,1,131,1.31,44.59,0.07,3.04
372,U1517,C,1,H,1,132,1.32,45.82,0.24,2.27
372,U1517,C,1,H,1,133,1.33,44.64,0.28,2.44
372,U1517,C,1,H,1,134,1.34,44.71,0.13,3.86
372,U1517,C,1,H,1,135,1.35,45.12,0.21,0.85
372,U1517,C,1,H,1,136,1.36,43.96,-0.02,2.58
372,U1517,C,1,H,1,137,1.37,42.81,-0.07,2.43
372,U1517,C,1,H,1,138,1.38,42.04,-0.21,3.06
372,U1517,C,1,H,1,139,1.39,42.84,-0.29,2.28
372,U1517,C,1,H,1,140,1.4,38.72,0.25,0.32
372,U1517,C,1,H,2,2,1.52,27.97,0.3,0.36
372,U1517,C,1,H,2,3,1.53,27.61,0.39,-1.18
372,U1517,C,1,H,2,4,1.54,27.48,0.4,-1.08
372,U1517,C,1,H,2,5,1.55,46.3,0.02,2.29
372,U1517,C,1,H,2,6,1.56,45.59,-0.1,3.15
372,U1517,C,1,H,2,7,1.57,44.73,-0.13,2.2
372,U1517,C,1,H,2,8,1.58,45.55,-0.06,1.78
372,U1517,C,1,H,2,9,1.59,44.13,-0.38,2.62
372,U1517,C,1,H,2,10,1.6,44.36,-0.34,3.59
372,U1517,C,1,H,2,11,1.61,44.37,-0.2,3.6
372,U1517,C,1,H,2,12,1.62,45.32,-0.12,2.53
372,U1517,C,1,H,2,13,1.63,45.7,-0.29,2.12
372,U1517,C,1,H,2,14,1.64,44.38,-0.38,1.6
372,U1517,C,1,H,2,15,1.65,44.51,-0.12,3.05
372,U1517,C,1,H,2,16,1.66,42.9,-0.05,3.44
372,U1517,C,1,H,2,17,1.67,44.16,-0.26,2.54
372,U1517,C,1,H,2,18,1.68,44.4,-0.33,2.64
372,U1517,C,1,H,2,19,1.69,44.08,-0.2,3.26
372,U1517,C,1,H,2,20,1.7,44.4,-0.21,3.42
372,U1517,C,1,H,2,21,1.71,43.95,-0.07,1.94
372,U1517,C,1,H,2,22,1.72,45.93,-0.1,2.02
372,U1517,C,1,H,2,23,1.73,43.28,-0.33,2.56
372,U1517,C,1,H,2,24,1.74,43.13,-0.44,3.09
372,U1517,C,1,H,2,25,1.75,42.8,-0.47,2.67
372,U1517,C,1,H,2,26,1.76,44.06,-0.39,2.5
372,U1517,C,1,H,2,27,1.77,45.15,-0.19,1.63
372,U1517,C,1,H,2,28,1.78,44.1,-0.29,1.53
372,U1517,C,1,H,2,29,1.79,44.16,-0.25,1.08
372,U1517,C,1,H,2,30,1.8,45.35,0.03,0.53
372,U1517,C,1,H,2,31,1.81,46.62,0.16,-0.19
372,U1517,C,1,H,2,32,1.82,44.62,-0.28,1.97
372,U1517,C,1,H,2,33,1.83,44.24,-0.41,3.04
372,U1517,C,1,H,2,34,1.84,43.35,-0.4,3.2
372,U1517,C,1,H,2,35,1.85,43.05,-0.46,2.75
372,U1517,C,1,H,2,36,1.86,44.48,-0.21,2.88
372,U1517,C,1,H,2,37,1.87,43.5,-0.39,2.86
372,U1517,C,1,H,2,38,1.88,43.6,-0.36,3.12
372,U1517,C,1,H,2,39,1.89,45.23,-0.2,2.8
372,U1517,C,1,H,2,40,1.9,44.82,-0.24,1.91
372,U1517,C,1,H,2,41,1.91,44.23,-0.25,3.28
372,U1517,C,1,H,2,42,1.92,43.57,-0.31,3.36
372,U1517,C,1,H,2,43,1.93,44.59,-0.17,3.4
372,U1517,C,1,H,2,44,1.94,44.85,-0.07,1.61
372,U1517,C,1,H,2,45,1.95,44.55,-0.07,2.13
372,U1517,C,1,H,2,46,1.96,44.64,-0.16,2.42
372,U1517,C,1,H,2,47,1.97,43.74,-0.27,3.24
372,U1517,C,1,H,2,48,1.98,43.42,-0.34,2.8
372,U1517,C,1,H,2,49,1.99,42.6,-0.28,3.63
372,U1517,C,1,H,2,50,2,44.35,-0.17,2.9
372,U1517,C,1,H,2,51,2.01,42.93,-0.34,2.8
372,U1517,C,1,H,2,52,2.02,43.57,-0.29,2.89
372,U1517,C,1,H,2,53,2.03,44.47,0.07,3.84
372,U1517,C,1,H,2,54,2.04,45.39,0.03,1.85
372,U1517,C,1,H,2,55,2.05,44.03,-0.12,1.26
372,U1517,C,1,H,2,56,2.06,43.88,-0.26,2.54
372,U1517,C,1,H,2,57,2.07,43.46,-0.2,2.26
372,U1517,C,1,H,2,58,2.08,43.57,-0.31,3.11
372,U1517,C,1,H,2,59,2.09,43.33,-0.25,3.01
372,U1517,C,1,H,2,60,2.1,43.54,-0.28,3.12
372,U1517,C,1,H,2,61,2.11,44.56,-0.28,2.93
372,U1517,C,1,H,2,62,2.12,43.53,-0.3,3.35
372,U1517,C,1,H,2,63,2.13,43,-0.25,3.08
372,U1517,C,1,H,2,64,2.14,43.29,-0.26,3.28
372,U1517,C,1,H,2,65,2.15,44.26,-0.21,2.98
372,U1517,C,1,H,2,66,2.16,43.93,-0.18,3.02
372,U1517,C,1,H,2,67,2.17,44.05,-0.17,3.34
372,U1517,C,1,H,2,68,2.18,43.74,-0.21,3.21
372,U1517,C,1,H,2,69,2.19,43.71,-0.15,3.42
372,U1517,C,1,H,2,70,2.2,44.35,-0.13,3.05
372,U1517,C,1,H,2,71,2.21,43.22,-0.36,2.09
372,U1517,C,1,H,2,72,2.22,44.13,-0.23,2.59
372,U1517,C,1,H,2,73,2.23,44.13,0,2.93
372,U1517,C,1,H,2,74,2.24,44.59,-0.09,2.99
372,U1517,C,1,H,2,75,2.25,44.18,-0.19,2.92
372,U1517,C,1,H,2,76,2.26,44.13,0.11,3.59
372,U1517,C,1,H,2,77,2.27,44.11,0.02,3.35
372,U1517,C,1,H,2,78,2.28,44.1,-0.04,3.53
372,U1517,C,1,H,2,79,2.29,44.1,0.2,3.66
372,U1517,C,1,H,2,80,2.3,44.04,0.04,3.34
372,U1517,C,1,H,2,81,2.31,43.71,0.11,3.41
372,U1517,C,1,H,2,82,2.32,43.39,-0.04,3.26
372,U1517,C,1,H,2,83,2.33,43.04,-0.06,3.38
372,U1517,C,1,H,2,84,2.34,43.1,0.72,1.49
372,U1517,C,1,H,2,85,2.35,43.45,-0.05,3.2
372,U1517,C,1,H,2,86,2.36,43.8,0,2.86
372,U1517,C,1,H,2,87,2.37,44.87,-0.06,1.22
372,U1517,C,1,H,2,88,2.38,43.79,-0.37,1.81
372,U1517,C,1,H,2,89,2.39,44.7,-0.27,2.87
372,U1517,C,1,H,2,90,2.4,44.63,-0.28,1.59
372,U1517,C,1,H,2,91,2.41,43.16,-0.45,2.1
372,U1517,C,1,H,2,92,2.42,43.2,-0.47,2.29
372,U1517,C,1,H,2,93,2.43,42.44,-0.46,1.9
372,U1517,C,1,H,2,94,2.44,43.41,-0.54,1.84
372,U1517,C,1,H,2,95,2.45,44.25,-0.48,1.68
372,U1517,C,1,H,2,96,2.46,43.84,-0.51,1.94
372,U1517,C,1,H,2,97,2.47,44.21,-0.35,2.62
372,U1517,C,1,H,2,98,2.48,43.63,-0.49,1.78
372,U1517,C,1,H,2,99,2.49,42.88,-0.5,2.37
372,U1517,C,1,H,2,100,2.5,42.74,-0.57,1.82
372,U1517,C,1,H,2,101,2.51,44.14,-0.27,2.66
372,U1517,C,1,H,2,102,2.52,44.26,-0.32,3.01
372,U1517,C,1,H,2,103,2.53,43.14,-0.4,1.5
372,U1517,C,1,H,2,104,2.54,42.85,-0.5,1.97
372,U1517,C,1,H,2,105,2.55,42.24,-0.56,2.17
372,U1517,C,1,H,2,106,2.56,44.14,-0.24,3.01
372,U1517,C,1,H,2,107,2.57,42.96,-0.45,2.04
372,U1517,C,1,H,2,108,2.58,42.74,-0.38,2.58
372,U1517,C,1,H,2,109,2.59,45.82,0.06,-0.16
372,U1517,C,1,H,2,110,2.6,46.46,0.33,-0.23
372,U1517,C,1,H,2,111,2.61,43.33,-0.32,1.35
372,U1517,C,1,H,2,112,2.62,41.49,-0.34,2.35
372,U1517,C,1,H,2,113,2.63,41.91,-0.37,2.16
372,U1517,C,1,H,2,114,2.64,42.52,-0.29,2.47
372,U1517,C,1,H,2,115,2.65,42.47,-0.34,2.18
372,U1517,C,1,H,2,116,2.66,39.58,0.23,0.75
372,U1517,C,1,H,2,117,2.67,42.03,-0.42,2.45
372,U1517,C,1,H,2,118,2.68,41.94,-0.27,2.52
372,U1517,C,1,H,2,119,2.69,41.66,-0.16,2.36
372,U1517,C,1,H,2,120,2.7,41.3,-0.12,1.87
372,U1517,C,1,H,2,121,2.71,44.94,0.27,2.58
372,U1517,C,1,H,2,122,2.72,42.87,0.58,1.58
372,U1517,C,1,H,2,123,2.73,41.84,0.38,-0.13
372,U1517,C,1,H,2,124,2.74,41.56,0.41,-0.2
372,U1517,C,1,H,2,125,2.75,41.65,0.41,0.13
372,U1517,C,1,H,2,126,2.76,41.99,0.76,-0.22
372,U1517,C,1,H,2,127,2.77,40.56,0.47,0.28
372,U1517,C,1,H,2,128,2.78,40.97,0.42,0.59
372,U1517,C,1,H,2,129,2.79,40.79,0.48,0.12
372,U1517,C,1,H,2,130,2.8,37.33,0.54,-0.71
372,U1517,C,1,H,2,131,2.81,40.86,0.33,1.46
372,U1517,C,1,H,2,132,2.82,41.72,0.16,1.05
372,U1517,C,1,H,2,133,2.83,41.98,0.47,0.63
372,U1517,C,1,H,2,134,2.84,41.91,0.48,0.61
372,U1517,C,1,H,2,135,2.85,43.22,0.59,0.33
372,U1517,C,1,H,2,136,2.86,42.71,0.52,0.95
372,U1517,C,1,H,2,137,2.87,40.26,0.35,0.36
372,U1517,C,1,H,2,138,2.88,33.99,0.38,-0.72
372,U1517,C,1,H,2,139,2.89,38.02,0.29,-0.91
372,U1517,C,1,H,2,140,2.9,40.56,0.08,0.84
372,U1517,C,1,H,2,141,2.91,39.56,0.3,0.02
372,U1517,C,1,H,2,142,2.92,39.65,0.3,0.17
372,U1517,C,1,H,2,143,2.93,39.76,0.33,0.19
372,U1517,C,1,H,2,144,2.94,39.39,0.3,0.24
372,U1517,C,1,H,2,145,2.95,40.21,0.3,0.45
372,U1517,C,1,H,2,146,2.96,39.8,0.35,0.87
372,U1517,C,1,H,2,147,2.97,39.6,0.1,0.32
372,U1517,C,1,H,2,148,2.98,40.11,-0.05,0.77
372,U1517,C,1,H,2,149,2.99,36.03,0.51,-0.21
372,U1517,C,1,H,3,2,3.02,41.56,2.04,-6.41
372,U1517,C,1,H,3,3,3.03,39.41,2.02,-8.88
372,U1517,C,1,H,3,4,3.04,30.66,1,-2.39
372,U1517,C,1,H,3,5,3.05,40.14,0.38,0.44
372,U1517,C,1,H,3,6,3.06,41.24,0.27,1
372,U1517,C,1,H,3,7,3.07,40.87,0.7,0.58
372,U1517,C,1,H,3,8,3.08,40.34,0.62,0.54
372,U1517,C,1,H,3,9,3.09,41.66,0.47,1.72
372,U1517,C,1,H,3,10,3.1,39.67,0.18,1.62
372,U1517,C,1,H,3,11,3.11,39.5,0.45,1.15
372,U1517,C,1,H,3,12,3.12,39.72,0.42,0.54
372,U1517,C,1,H,3,13,3.13,40.25,0.5,0.77
372,U1517,C,1,H,3,14,3.14,40.44,0.36,0.85
372,U1517,C,1,H,3,15,3.15,36,0.57,0.19
372,U1517,C,1,H,3,16,3.16,38.89,0.46,0.06
372,U1517,C,1,H,3,17,3.17,39.47,0.56,0.23
372,U1517,C,1,H,3,18,3.18,39.45,0.63,0.39
372,U1517,C,1,H,3,19,3.19,38.93,0.65,0.23
372,U1517,C,1,H,3,20,3.2,39.98,0.55,0.5
372,U1517,C,1,H,3,21,3.21,40.06,0.66,-0.15
372,U1517,C,1,H,3,22,3.22,40.72,0.8,0.15
372,U1517,C,1,H,3,23,3.23,39.53,0.67,-0.35
372,U1517,C,1,H,3,24,3.24,39.59,0.6,0.01
372,U1517,C,1,H,3,25,3.25,40.15,0.66,-0.22
372,U1517,C,1,H,3,26,3.26,40.36,0.52,0.33
372,U1517,C,1,H,3,27,3.27,39.59,0.79,-0.3
372,U1517,C,1,H,3,28,3.28,39.39,0.78,-0.67
372,U1517,C,1,H,3,29,3.29,40.55,0.45,0.63
372,U1517,C,1,H,3,30,3.3,41.66,0.19,1.94
372,U1517,C,1,H,3,31,3.31,42.86,-0.03,2.97
372,U1517,C,1,H,3,32,3.32,42.04,-0.17,2.46
372,U1517,C,1,H,3,33,3.33,42.48,-0.19,2.35
372,U1517,C,1,H,3,34,3.34,42.28,-0.15,2.19
372,U1517,C,1,H,3,35,3.35,41.89,-0.13,1.88
372,U1517,C,1,H,3,36,3.36,42.9,-0.19,1.97
372,U1517,C,1,H,3,37,3.37,43.22,-0.09,2.06
372,U1517,C,1,H,3,38,3.38,42.09,-0.24,2.3
372,U1517,C,1,H,3,39,3.39,43.2,0.06,2.5
372,U1517,C,1,H,3,40,3.4,43.82,-0.1,2.25
372,U1517,C,1,H,3,41,3.41,43.16,-0.16,2.13
372,U1517,C,1,H,3,42,3.42,43.2,-0.17,2.17
372,U1517,C,1,H,3,43,3.43,41.86,0.09,1.45
372,U1517,C,1,H,3,44,3.44,39.37,0.47,-0.03
372,U1517,C,1,H,3,45,3.45,38.27,0.57,-0.26
372,U1517,C,1,H,3,46,3.46,41.16,0.64,0.8
372,U1517,C,1,H,3,47,3.47,38.92,0.61,-0.16
372,U1517,C,1,H,3,48,3.48,39.46,0.46,0.4
372,U1517,C,1,H,3,49,3.49,39.71,0.67,0.13
372,U1517,C,1,H,3,50,3.5,40.29,0.64,0.05
372,U1517,C,1,H,3,51,3.51,39.21,0.48,-0.2
372,U1517,C,1,H,3,52,3.52,42.16,-0.04,1.78
372,U1517,C,1,H,3,53,3.53,41.52,-0.07,1.51
372,U1517,C,1,H,3,54,3.54,41.81,-0.04,1.63
372,U1517,C,1,H,3,55,3.55,40.92,0.05,2.26
372,U1517,C,1,H,3,56,3.56,41.67,-0.05,1.69
372,U1517,C,1,H,3,57,3.57,42.01,0.09,2.02
372,U1517,C,1,H,3,58,3.58,41.29,-0.03,1.95
372,U1517,C,1,H,3,59,3.59,41.68,0.09,2
372,U1517,C,1,H,3,60,3.6,41.66,0.08,1.73
372,U1517,C,1,H,3,61,3.61,41.37,-0.04,1.67
372,U1517,C,1,H,3,62,3.62,41.71,0.29,1.75
372,U1517,C,1,H,3,63,3.63,40.95,0.46,0.84
372,U1517,C,1,H,3,64,3.64,40.02,0.44,0.9
372,U1517,C,1,H,3,65,3.65,39.49,0.46,0.35
372,U1517,C,1,H,3,66,3.66,39.98,0.46,0.52
372,U1517,C,1,H,3,67,3.67,40.3,0.48,0.69
372,U1517,C,1,H,3,68,3.68,41.54,0.07,1.52
372,U1517,C,1,H,3,69,3.69,41.87,-0.01,2.42
372,U1517,C,1,H,3,70,3.7,41.59,0.21,1.62
372,U1517,C,1,H,3,71,3.71,40.08,0.3,1.05
372,U1517,C,1,H,3,72,3.72,41.51,0.43,1.52
372,U1517,C,1,H,3,73,3.73,41.47,0.21,1.73
372,U1517,C,1,H,3,74,3.74,41.5,-0.08,2.01
372,U1517,C,1,H,3,75,3.75,42.29,0.04,1.97
372,U1517,C,1,H,3,76,3.76,40.98,0.42,2.18
372,U1517,C,1,H,3,77,3.77,42.01,0.24,1.51
372,U1517,C,1,H,3,78,3.78,41.92,0.05,2.01
372,U1517,C,1,H,3,79,3.79,41.95,-0.12,1.83
372,U1517,C,1,H,3,80,3.8,41.67,-0.12,1.49
372,U1517,C,1,H,3,81,3.81,42.12,-0.05,1.76
372,U1517,C,1,H,3,82,3.82,41.62,-0.18,1.96
372,U1517,C,1,H,3,83,3.83,42.02,0.02,1.51
372,U1517,C,1,H,3,84,3.84,41.22,0.25,1.4
372,U1517,C,1,H,3,85,3.85,42.58,0.6,1.98
372,U1517,C,1,H,3,86,3.86,38.66,0.74,-0.59
372,U1517,C,1,H,3,87,3.87,39.91,0.15,1.22
372,U1517,C,1,H,3,88,3.88,40.34,0.15,1.3
372,U1517,C,1,H,3,89,3.89,40.14,0.17,1.22
372,U1517,C,1,H,3,90,3.9,40.35,0.14,1.19
372,U1517,C,1,H,3,91,3.91,39.39,0.28,1.29
372,U1517,C,1,H,3,92,3.92,40.67,0.28,1.42
372,U1517,C,1,H,3,93,3.93,39.81,0.35,1.56
372,U1517,C,1,H,3,94,3.94,39.36,0.12,1.14
372,U1517,C,1,H,3,95,3.95,40.22,0.27,1.7
372,U1517,C,1,H,3,96,3.96,39.51,0.38,1.6
372,U1517,C,1,H,3,97,3.97,40.63,0.37,1.51
372,U1517,C,1,H,3,98,3.98,40.15,0.11,0.96
372,U1517,C,1,H,3,99,3.99,41.21,0.09,1.7
372,U1517,C,1,H,3,100,4,40.69,-0.04,1.14
372,U1517,C,1,H,3,101,4.01,40.29,0.27,0.8
372,U1517,C,1,H,3,102,4.02,40.62,0.36,1.15
372,U1517,C,1,H,3,103,4.03,39.3,0.57,0.91
372,U1517,C,1,H,3,104,4.04,39.86,0.64,0.38
372,U1517,C,1,H,3,105,4.05,39.97,0.66,0.02
372,U1517,C,1,H,3,106,4.06,40.29,0.72,0.12
372,U1517,C,1,H,3,107,4.07,39.22,0.7,-0.18
372,U1517,C,1,H,3,108,4.08,39.79,0.74,-0.23
372,U1517,C,1,H,3,109,4.09,39.93,0.64,-0.21
372,U1517,C,1,H,3,110,4.1,40.29,0.6,0.04
372,U1517,C,1,H,3,111,4.11,40.33,0.57,0.29
372,U1517,C,1,H,3,112,4.12,39.73,0.89,0.47
372,U1517,C,1,H,3,113,4.13,37.79,0.86,0.14
372,U1517,C,1,H,3,114,4.14,37.55,0.62,-0.45
372,U1517,C,1,H,3,115,4.15,39.12,0.8,0.74
372,U1517,C,1,H,3,116,4.16,40.64,1.13,0.8
372,U1517,C,1,H,3,117,4.17,32.66,0.69,-0.21
372,U1517,C,1,H,3,118,4.18,33.47,0.68,-1.1
372,U1517,C,1,H,3,119,4.19,36.84,0.66,-0.12
372,U1517,C,1,H,3,120,4.2,39.25,0.74,0.35
372,U1517,C,1,H,3,121,4.21,39.51,0.9,0.59
372,U1517,C,1,H,3,122,4.22,40.8,0.83,0.21
372,U1517,C,1,H,3,123,4.23,37.26,0.88,0.69
372,U1517,C,1,H,3,124,4.24,39.7,0.94,-0.13
372,U1517,C,1,H,3,125,4.25,36.92,0.57,-1.37
372,U1517,C,1,H,3,126,4.26,32.19,0.59,-0.29
372,U1517,C,1,H,3,127,4.27,32.61,0.54,-0.38
372,U1517,C,1,H,3,128,4.28,39.26,1.28,3.36
372,U1517,C,1,H,3,129,4.29,39.05,0.7,0.53
372,U1517,C,1,H,3,130,4.3,37.45,0.75,0.92
372,U1517,C,1,H,3,131,4.31,39.48,0.75,0.34
372,U1517,C,1,H,3,132,4.32,39.56,0.81,0.14
372,U1517,C,1,H,3,133,4.33,39.78,0.77,0.67
372,U1517,C,1,H,3,134,4.34,40.4,0.65,1
372,U1517,C,1,H,3,135,4.35,39.14,0.84,0.92
372,U1517,C,1,H,3,136,4.36,40.47,1.11,1.52
372,U1517,C,1,H,3,137,4.37,40.02,0.79,0.7
372,U1517,C,1,H,3,138,4.38,42.3,1.05,0.98
372,U1517,C,1,H,3,139,4.39,40.99,1.2,1.03
372,U1517,C,1,H,4,2,4.52,38.07,1.53,-4.69
372,U1517,C,1,H,4,3,4.53,37.48,1.51,0.52
372,U1517,C,1,H,4,4,4.54,34.06,1.12,-1.69
